title,tokens,tokens_text,num_tokens,category,location,price_numeric
 House for Sale in Pepsicola ,"['house', 'sale', 'pepsicola']",house sale pepsicola,3,House,"Pepsicola, Kathmandu",55500000.0
House for Sale in Babarmahal,"['house', 'sale', 'babarmahal']",house sale babarmahal,3,House,"Bijulibajar, Kathmandu",85000000.0
 House for Sale,"['house', 'sale']",house sale,2,House,"Sundarbasti, Kathmandu",33800000.0
 House for Sale,"['house', 'sale']",house sale,2,House,"Pepsicola, Kathmandu",29000000.0
 House for Sale,"['house', 'sale']",house sale,2,House,"Harisiddhi, Lalitpur",26000000.0
 House for Sale,"['house', 'sale']",house sale,2,House,"Ghattekulo, Kathmandu",32500000.0
 House for Sale,"['house', 'sale']",house sale,2,House,"Bhangal , Kathmandu",45000000.0
4 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Nakhudole, Lalitpur",15500000.0
 House for Sale,"['house', 'sale']",house sale,2,House,"Baluwakhani, Kathmandu",27500000.0
4 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Lele, Lalitpur",73000000.0
4 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Syuchatar, Kathmandu",25000000.0
 House for Sale,"['house', 'sale']",house sale,2,House,"Kapan, Kathmandu",32000000.0
Commercial flat system House for Sale,"['commercial', 'flat', 'system', 'house', 'sale']",commercial flat system house sale,5,House,"Khusibu Town Planning, Kathmandu",39000000.0
 House for Sale,"['house', 'sale']",house sale,2,House,"Imadol, Lalitpur",60000000.0
 House for Sale,"['house', 'sale']",house sale,2,House,"Nakhipot, Lalitpur",46000000.0
 House for Sale,"['house', 'sale']",house sale,2,House,"Sitapaila, Kathmandu",49500000.0
House on sale,"['house', 'sale']",house sale,2,House,"Pasikot, Kathmandu",28000000.0
House for Sale,"['house', 'sale']",house sale,2,House,"Imadol, Lalitpur",21500000.0
4 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Baluwakhani, Kathmandu",21500000.0
House for Sale,"['house', 'sale']",house sale,2,House,"Sampang Chowk, Lalitpur",38000000.0
House for Sale,"['house', 'sale']",house sale,2,House,"Balambu, Kathmandu",27500000.0
House on sale ,"['house', 'sale']",house sale,2,House,"Ganesh Chowk, Kathmandu",58000000.0
4 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Makalbari, Kathmandu",27500000.0
4 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Thaiba, Lalitpur",50000000.0
House for Sale,"['house', 'sale']",house sale,2,House,"Icimod, Lalitpur",39000000.0
Beautiful House for Sale,"['beautiful', 'house', 'sale']",beautiful house sale,3,House,"Imadol, Lalitpur",42500000.0
4 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Tahachal, Kathmandu",56500000.0
 House for Sale,"['house', 'sale']",house sale,2,House,"Lasuntar, Kathmandu",31000000.0
Attractive house on sale ,"['attractive', 'house', 'sale']",attractive house sale,3,House,"Imadol, Lalitpur",22500000.0
4 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Imadol, Lalitpur",45000000.0
5 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Lubhu, Lalitpur",22000000.0
Under construction  House for Sale,"['construction', 'house', 'sale']",construction house sale,3,House,"Thecho, Lalitpur",85000000.0
4 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Nakhipot, Lalitpur",20000000.0
Beautiful House for Sale,"['beautiful', 'house', 'sale']",beautiful house sale,3,House,"Naxal, Kathmandu",55000000.0
Villa House for Sale,"['villa', 'house', 'sale']",villa house sale,3,House,"Dhaksi, Kathmandu",36000000.0
4 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Bafal, Kathmandu",37000000.0
6 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Banasthali, Kathmandu",34000000.0
4 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Budhanilkantha, Kathmandu",57500000.0
Bungalow House for Sale,"['bungalow', 'house', 'sale']",bungalow house sale,3,House,"Chundevi, Kathmandu",67500000.0
Villa House for Sale,"['villa', 'house', 'sale']",villa house sale,3,House,"Chabahil, Kathmandu",120000000.0
6 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Thankot, Kathmandu",22000000.0
5 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Sampang Chowk, Lalitpur",23000000.0
Single Storey House for Sale,"['single', 'storey', 'house', 'sale']",single storey house sale,4,House,"Danchhi, Kathmandu",15000000.0
House for Sale in New Baneswor ,"['house', 'sale', 'new', 'baneswor']",house sale new baneswor,4,House,"New Baneshwor, Kathmandu",16800000.0
House on sale at Kadaghari,"['house', 'sale', 'kadaghari']",house sale kadaghari,3,House,"Kadaghari, Kathmandu",17300000.0
4BHK  Bungalow for SALE ,"['4bhk', 'bungalow', 'sale']",4bhk bungalow sale,3,House,"Hattigaunda, Kathmandu",77000000.0
Villa House for Sale,"['villa', 'house', 'sale']",villa house sale,3,House,"Mahadevsthan, Kathmandu",22000000.0
5 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Pasikot, Kathmandu",31000000.0
Brand new House for Sale,"['brand', 'new', 'house', 'sale']",brand new house sale,4,House,"Pasikot, Kathmandu",29900000.000000004
"Amazing Bungalow for Sale , Bhaisepati ","['amazing', 'bungalow', 'sale', 'bhaisepati']",amazing bungalow sale bhaisepati,4,House,"Bhaisepati, Lalitpur",135000000.0
Beautiful House for Sale,"['beautiful', 'house', 'sale']",beautiful house sale,3,House,"Gothatar, Kathmandu",21000000.0
2 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Dharmasthali, Kathmandu",13000000.0
House for Sale,"['house', 'sale']",house sale,2,House,"Dulal Gaun, Kathmandu",18500000.0
Single storied House for Sale,"['single', 'storied', 'house', 'sale']",single storied house sale,4,House,"Narayanthan , Kathmandu",17000000.0
2 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Kalanki, Kathmandu",60000000.0
"House on sale at Dhalmal, Tokha","['house', 'sale', 'dhalmal', 'tokha']",house sale dhalmal tokha,4,House,"Dhalmal, Kathmandu",26500000.0
Bungalow House for Sale,"['bungalow', 'house', 'sale']",bungalow house sale,3,House,"Imadol, Lalitpur",19500000.0
House for Sale,"['house', 'sale']",house sale,2,House,"Sainbu, Lalitpur",85000000.0
Commercial House for Sale,"['commercial', 'house', 'sale']",commercial house sale,3,House,"Saraswotinagar, Kathmandu",23000000.0
 House for Sale in Land price ,"['house', 'sale', 'land', 'price']",house sale land price,4,House,"Mid Baneshwor, Kathmandu",104000000.0
5 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Thecho, Lalitpur",32500000.0
4 BHK House for Sale,"['bhk', 'house', 'sale']",bhk house sale,3,House,"Thecho, Lalitpur",26000000.0
"House on sale near Kist Hospital, Imadol","['house', 'sale', 'near', 'kist', 'hospital', 'imadol']",house sale near kist hospital imadol,6,House,"Imadol, Lalitpur",29500000.0
House for Sale,"['house', 'sale']",house sale,2,House, Lalitpur,19000000.0
"House for sale at Baluwatar, Kathmandu","['house', 'sale', 'baluwatar', 'kathmandu']",house sale baluwatar kathmandu,4,House,"Baluwatar, Kathmandu",68000000.0
House for Sale,"['house', 'sale']",house sale,2,House,"Dhapasi, Kathmandu",15500000.0
Duplex House for Sale,"['duplex', 'house', 'sale']",duplex house sale,3,House,"Tikathali, Lalitpur",22000000.0
"5 BHK house on sale at Gamcha, Bhaktapur","['bhk', 'house', 'sale', 'gamcha', 'bhaktapur']",bhk house sale gamcha bhaktapur,5,House,"Gamcha, Bhaktapur",43000000.0
6 BHK residential house for sale in Budhanilkantha,"['bhk', 'residential', 'house', 'sale', 'budhanilkantha']",bhk residential house sale budhanilkantha,5,House,"Budhanilkantha, Kathmandu",34500000.0
"House on sale at Hattidanda, Kageshwori","['house', 'sale', 'hattidanda', 'kageshwori']",house sale hattidanda kageshwori,4,House,"Hattidanda, Kathmandu",25000000.0
Residential house on sale at Sainbu ,"['residential', 'house', 'sale', 'sainbu']",residential house sale sainbu,4,House,"Sainbu, Lalitpur",36500000.0
5 BHK house on sale at Golfutar,"['bhk', 'house', 'sale', 'golfutar']",bhk house sale golfutar,4,House,"Golfutar, Kathmandu",54900000.0
"Attractive house on sale at Dhapasi, Tokha","['attractive', 'house', 'sale', 'dhapasi', 'tokha']",attractive house sale dhapasi tokha,5,House,"Dhapasi, Kathmandu",75000000.0
"House for sale in Chhauni, Kathmandu","['house', 'sale', 'chhauni', 'kathmandu']",house sale chhauni kathmandu,4,House,"Chhauni, Kathmandu",37000000.0
"Beautiful house for sale in Dhapakhel, Lalitpur","['beautiful', 'house', 'sale', 'dhapakhel', 'lalitpur']",beautiful house sale dhapakhel lalitpur,5,House,"Dhapakhel, Lalitpur",38000000.0
House on sale at Mid Baneshwor,"['house', 'sale', 'mid', 'baneshwor']",house sale mid baneshwor,4,House,"Mid Baneshwor, Kathmandu",67500000.0
"Beautiful house on sale at Cozy Homes, Lalitpur","['beautiful', 'house', 'sale', 'cozy', 'home', 'lalitpur']",beautiful house sale cozy home lalitpur,6,House,"Lalitpur, Lalitpur",31000000.0
"House on Sale at Gatthaghar, Bhaktapur-built on 2075 BS","['house', 'sale', 'gatthaghar', 'bhaktapurbuilt', '2075', 'b']",house sale gatthaghar bhaktapurbuilt 2075 b,6,House,"Gatthaghar, Bhaktapur",40000000.0
"Attractive house on sale at Hepali Height, Budhanilkantha","['attractive', 'house', 'sale', 'hepali', 'height', 'budhanilkantha']",attractive house sale hepali height budhanilkantha,6,House,"Hepali Height, Kathmandu",55000000.0
"Beautiful house for sale near Karuna Hospital, Kapan","['beautiful', 'house', 'sale', 'near', 'karuna', 'hospital', 'kapan']",beautiful house sale near karuna hospital kapan,7,House,"Kapan, Kathmandu",31000000.0
"Flat system house on sale at Thulo Bharyang, Gairigaun","['flat', 'system', 'house', 'sale', 'thulo', 'bharyang', 'gairigaun']",flat system house sale thulo bharyang gairigaun,7,House,"Thulobharyang, Kathmandu",22000000.0
"House for sale at Shanti Chowk, Nakhipot","['house', 'sale', 'shanti', 'chowk', 'nakhipot']",house sale shanti chowk nakhipot,5,House,"Nakhipot, Lalitpur",33000000.0
"House on sale at Shanti Chowk, Nakhipot","['house', 'sale', 'shanti', 'chowk', 'nakhipot']",house sale shanti chowk nakhipot,5,House,"Nakhipot, Lalitpur",29000000.0
House on sale in Satdobato,"['house', 'sale', 'satdobato']",house sale satdobato,3,House,"Satdobato, Lalitpur",52500000.0
"Beautiful 6 bhk house on sale at Imadol, Lalitpur","['beautiful', 'bhk', 'house', 'sale', 'imadol', 'lalitpur']",beautiful bhk house sale imadol lalitpur,6,House,"Imadol, Lalitpur",39900000.0
"Beautiful house for sale in Hattiban, Lalitpur","['beautiful', 'house', 'sale', 'hattiban', 'lalitpur']",beautiful house sale hattiban lalitpur,5,House,"Hattiban, Lalitpur",55000000.0
"Duplex house on sale at Imadol, Lalitpur","['duplex', 'house', 'sale', 'imadol', 'lalitpur']",duplex house sale imadol lalitpur,5,House,"Imadol, Lalitpur",27500000.0
"House on sale at Nayabasti, Boudha","['house', 'sale', 'nayabasti', 'boudha']",house sale nayabasti boudha,4,House,"Naya Basti, Kathmandu",35000000.0
Flat system house for sale in Basundhara,"['flat', 'system', 'house', 'sale', 'basundhara']",flat system house sale basundhara,5,House,"Basundhara, Kathmandu",38000000.0
House on sale at Bharatpur,"['house', 'sale', 'bharatpur']",house sale bharatpur,3,House,"Bharatpur, Chitwan",20000000.0
Residential house for sale in Sukedhara,"['residential', 'house', 'sale', 'sukedhara']",residential house sale sukedhara,4,House,"Sukedhara, Kathmandu",38500000.0
"House for sale in Kapan, Budhanilkantha","['house', 'sale', 'kapan', 'budhanilkantha']",house sale kapan budhanilkantha,4,House,"Kapan, Kathmandu",25000000.0
"Beautiful house on sale at Aakasedhara, Budhanilkantha","['beautiful', 'house', 'sale', 'aakasedhara', 'budhanilkantha']",beautiful house sale aakasedhara budhanilkantha,5,House,"Aakasedhara, Kathmandu",28000000.0
"Beautiful house on sale at Aadeshwor, Sitapaila","['beautiful', 'house', 'sale', 'aadeshwor', 'sitapaila']",beautiful house sale aadeshwor sitapaila,5,House,"Nagarjun, Kathmandu",40000000.0
Attractive villa on sale at Mandikhatar,"['attractive', 'villa', 'sale', 'mandikhatar']",attractive villa sale mandikhatar,4,House,"Mandikhatar, Kathmandu",27500000.0
"House on sale at Grande Villa, Tokha","['house', 'sale', 'grande', 'villa', 'tokha']",house sale grande villa tokha,5,House,"Grande Villa, Kathmandu",32500000.0
"House for sale in Matatirtha, Nagsthan","['house', 'sale', 'matatirtha', 'nagsthan']",house sale matatirtha nagsthan,4,House,"Matatirtha, Kathmandu",12000000.0
House for sale in Tokha Kathmandu,"['house', 'sale', 'tokha', 'kathmandu']",house sale tokha kathmandu,4,House,"Grande Hospital, Kathmandu",19000000.0
"Villa on sale at Bhaisepati, Lalitpur","['villa', 'sale', 'bhaisepati', 'lalitpur']",villa sale bhaisepati lalitpur,4,House,"Bhaisepati, Lalitpur",100000000.0
"Bungalow on sale at Ishan Colony, Budhanilkantha","['bungalow', 'sale', 'ishan', 'colony', 'budhanilkantha']",bungalow sale ishan colony budhanilkantha,5,House,"Budhanilkantha, Kathmandu",55000000.0
"House on sale in Lambagar, Tarkeshwor","['house', 'sale', 'lambagar', 'tarkeshwor']",house sale lambagar tarkeshwor,4,House,"Lambagar, Kathmandu",16000000.0
"House on sale at Swargadwari Colony, Budhanilkantha","['house', 'sale', 'swargadwari', 'colony', 'budhanilkantha']",house sale swargadwari colony budhanilkantha,5,House,"Budhanilkantha, Kathmandu",24500000.0
"Residential house on sale at Satungal, Chandragiri","['residential', 'house', 'sale', 'satungal', 'chandragiri']",residential house sale satungal chandragiri,5,House,"Satungal, Kathmandu",21000000.0
"House on sale at Kapan, Budhanilkantha ","['house', 'sale', 'kapan', 'budhanilkantha']",house sale kapan budhanilkantha,4,House,"Kapan, Kathmandu",39000000.0
"Modern House on Sale at Bhaisepati, Lalitpur","['modern', 'house', 'sale', 'bhaisepati', 'lalitpur']",modern house sale bhaisepati lalitpur,5,House,"Bhaisepati, Lalitpur",45000000.0
Beautiful house on sale at Kupondole,"['beautiful', 'house', 'sale', 'kupondole']",beautiful house sale kupondole,4,House,"Kupandole, Lalitpur",100000000.0
"House for sale in Kapan, Ekatabasti","['house', 'sale', 'kapan', 'ekatabasti']",house sale kapan ekatabasti,4,House,"Ekatabasti, Kathmandu",31000000.0
House on sale at Handigaun,"['house', 'sale', 'handigaun']",house sale handigaun,3,House,"Handigaun, Kathmandu",160000000.0
"House for sale at Adeshwor Height, Nagarjun","['house', 'sale', 'adeshwor', 'height', 'nagarjun']",house sale adeshwor height nagarjun,5,House,"Sitapaila, Kathmandu",23500000.0
"House for sale in Bindhyabasini, Pokhara","['house', 'sale', 'bindhyabasini', 'pokhara']",house sale bindhyabasini pokhara,4,House,"Pokhara, Kaski",20000000.0
"House on sale behind Namaste Petrol Pump, Balkumari","['house', 'sale', 'behind', 'namaste', 'petrol', 'pump', 'balkumari']",house sale behind namaste petrol pump balkumari,7,House,"Balkumari, Lalitpur",47000000.0
"Residential house for sale near Birendra Chowk, Kadaghari","['residential', 'house', 'sale', 'near', 'birendra', 'chowk', 'kadaghari']",residential house sale near birendra chowk kadaghari,7,House,"Birendra Chowk, Kathmandu",30500000.0
"Residential house on sale at Dhaneshwor, Tokha","['residential', 'house', 'sale', 'dhaneshwor', 'tokha']",residential house sale dhaneshwor tokha,5,House,"Dhaneshwor, Kathmandu",20000000.0
Residential house for sale at Kausaltar,"['residential', 'house', 'sale', 'kausaltar']",residential house sale kausaltar,4,House,"Kaushaltar, Bhaktapur",30000000.0
"House for sale near Buddha Party Palace, Imadol","['house', 'sale', 'near', 'buddha', 'party', 'palace', 'imadol']",house sale near buddha party palace imadol,7,House,"Imadol, Lalitpur",28000000.0
"House for sale in Nakkhu, Lalitpur","['house', 'sale', 'nakkhu', 'lalitpur']",house sale nakkhu lalitpur,4,House,"Nakkhu, Lalitpur",36000000.0
House for Sale in Pokhara,"['house', 'sale', 'pokhara']",house sale pokhara,3,House,"Lakeside, Kaski",85000000.0
"Attractive house for sale at Pasikot, Budhanilkantha","['attractive', 'house', 'sale', 'pasikot', 'budhanilkantha']",attractive house sale pasikot budhanilkantha,5,House,"Pasikot, Kathmandu",28500000.0
Semi Commercial house for sale at Imadol,"['semi', 'commercial', 'house', 'sale', 'imadol']",semi commercial house sale imadol,5,House,"Imadol, Lalitpur",25000000.0
"House on sale at Tundaldevi, Baluwatar","['house', 'sale', 'tundaldevi', 'baluwatar']",house sale tundaldevi baluwatar,4,House,"Tundaldevi, Kathmandu",75000000.0
Modern house for sale in Pokhara,"['modern', 'house', 'sale', 'pokhara']",modern house sale pokhara,4,House,"Pokhara, Kaski",37500000.0
"House for sale at Prithvi Highway, Gajuri","['house', 'sale', 'prithvi', 'highway', 'gajuri']",house sale prithvi highway gajuri,5,House,"Gajuri, Dhading",17800000.0
"House on sale at Gairigaun, Thulobharyang","['house', 'sale', 'gairigaun', 'thulobharyang']",house sale gairigaun thulobharyang,4,House,"Gairi Gaun, Kathmandu",22000000.0
Semi Commercial house for sale in Shankhamul,"['semi', 'commercial', 'house', 'sale', 'shankhamul']",semi commercial house sale shankhamul,5,House,"Shankhamul, Kathmandu",45000000.0
"House on sale at Dhalmal Chowk, Tokha","['house', 'sale', 'dhalmal', 'chowk', 'tokha']",house sale dhalmal chowk tokha,5,House,"Dhalmal, Kathmandu",22000000.0
"House on sale at Sanagaun, Imadol","['house', 'sale', 'sanagaun', 'imadol']",house sale sanagaun imadol,4,House,"Sanagaun, Lalitpur",19000000.0
"House on sale at Gurjudhara, Chandragiri","['house', 'sale', 'gurjudhara', 'chandragiri']",house sale gurjudhara chandragiri,4,House,"Gurjudhara, Kathmandu",30000000.0
"Beautiful house for sale in Bansbari, Dakshinkali","['beautiful', 'house', 'sale', 'bansbari', 'dakshinkali']",beautiful house sale bansbari dakshinkali,5,House,"Bansbari, Kathmandu",10000000.0
"House for sale near Samiti Bhawan, Hattiban","['house', 'sale', 'near', 'samiti', 'bhawan', 'hattiban']",house sale near samiti bhawan hattiban,6,House,"Hattiban, Lalitpur",20000000.0
"Attractive house on sale at Aarubari, Gokarneshwor","['attractive', 'house', 'sale', 'aarubari', 'gokarneshwor']",attractive house sale aarubari gokarneshwor,5,House,"Aarubari, Kathmandu",35000000.0
"Residential house for sale on Imadol, Lalitpur","['residential', 'house', 'sale', 'imadol', 'lalitpur']",residential house sale imadol lalitpur,5,House,"Imadol, Lalitpur",24000000.0
"Residential house on sale at Tokha, Kathmandu","['residential', 'house', 'sale', 'tokha', 'kathmandu']",residential house sale tokha kathmandu,5,House,"Tokha, Kathmandu",26500000.0
